club,status,county,platform,sheets,postcode,reason,evidence_url
Rustington Golf Centre,unresolved,kent/sussex,unknown,0,,homepage loaded (https://rgcgolf.com/) but no platform signal found on it or 17 booking-ish link(s),
Rye Golf Club,unresolved,kent/sussex,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,https://www.ryegolfclub.co.uk/visitorbooking/
Sene Valley Golf Club,unresolved,kent/sussex,error,0,,site refused or failed to load,
Shooters Hill Golf Course,unresolved,kent/sussex,error,0,,site refused or failed to load,
Sidcup Golf Club,unresolved,kent/sussex,unknown,0,,homepage loaded (https://sidcupgolfclub.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Tonbridge Golf Centre,unresolved,kent/sussex,no_site,0,,no working website found,
Tudor Park Country Club,unresolved,kent/sussex,error,0,,site refused or failed to load,
Upchurch River Valley North Course,unresolved,kent/sussex,blocked,0,,site refused or failed to load,
Upchurch River Valley South Course,unresolved,kent/sussex,blocked,0,,site refused or failed to load,
Upchurch River Valley West Course,unresolved,kent/sussex,blocked,0,,site refused or failed to load,
Wellshurst Golf and Country Club,unresolved,kent/sussex,unknown,0,,homepage loaded (https://wellshurst.com/) but no platform signal found on it or 2 booking-ish link(s),
Whitstable and Seasalter Golf Club,unresolved,kent/sussex,unknown,0,,homepage loaded (https://www.whitstable-golfclub.co.uk/) but no platform signal found on it or 4 booking-ish l,
World of Golf,unresolved,kent/sussex,no_site,0,,no working website found,
Worthing Golf Club,unresolved,kent/sussex,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Wrotham Heath Golf Club,unresolved,kent/sussex,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Braeside Golf Club,unresolved,kent/sussex/surrey,unknown,0,,homepage loaded (https://www.braesidegolfclub.com/) but no platform signal found on it or 0 booking-ish link(s,
Charterhouse School Golf Club,unresolved,kent/sussex/surrey,blocked,0,,site refused or failed to load,
Corinthian Golf Club,unresolved,kent/sussex/surrey,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Coulsdon Court Golf Club,unresolved,kent/sussex/surrey,unknown,0,,homepage loaded (https://ccgc.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Kingsnorth Golf Club,unresolved,kent/sussex/surrey,unknown,0,,homepage loaded (https://kingsnorthgolf.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Moore Place Golf Club,unresolved,kent/sussex/surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Sevenoaks Town Golf Club,unresolved,kent/sussex/surrey,unknown,0,,homepage loaded (https://www.stgcgolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
White Lodge Golf Club,unresolved,kent/sussex/surrey,error,0,,site refused or failed to load,
Windlemere Ladies Golf Club,unresolved,kent/sussex/surrey,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Ashton & Lea Golf Club,unresolved,lancashire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Bacup Golf Course,unresolved,lancashire,unknown,0,,homepage loaded (https://www.bacupgolfclub.com/) but no platform signal found on it or 0 booking-ish link(s),
Beacon Park Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.beaconparkgolf.com/) but no platform signal found on it or 0 booking-ish link(s),
Blackpool Park Golf Club,unresolved,lancashire,golf_manager,0,,golf_manager seen but no confirmed public visitor sheet — worth another look,https://eu.golfmanager.com/stanleyparklinkgolf/consumer/book
Bootle Golf Club,unresolved,lancashire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Bowring Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Castle Hawk Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.castlehawk.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Charnock Richard Golf Club,unresolved,lancashire,no_site,0,,no working website found,
Childwall Golf Club,unresolved,lancashire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Denton Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Duxbury Park Golf Course,unresolved,lancashire,error,0,,site refused or failed to load,
Fairfield Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Fairhaven Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://visitors.brsgolf.com/fairhaven#/course/1
Fishwick Golf Course,unresolved,lancashire,no_site,0,,no working website found,
Flixton Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://visitors.brsgolf.com/flixton#/open-competitions
Formby Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Grand National Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.aintree.co.uk/golf) but no platform signal found on it or 0 booking-ish link(s),
Great Harwood Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Great Lever & Farnworth Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Green Haworth Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Haigh Hall (9 Hole),unresolved,lancashire,no_site,0,,no working website found,
Haigh Hall Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://haighhall-golfclub.co.uk/) but no platform signal found on it or 1 booking-ish link(s,
Hart Common Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Heaton Park Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.heatonparkgolfclub.co.uk/) but no platform signal found on it or 1 booking-ish li,
Highfield Golf Course,unresolved,lancashire,unknown,0,,homepage loaded (https://highfieldgolfcourse.co.uk/) but no platform signal found on it or 2 booking-ish link(,
Hillside Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://members.brsgolf.com/hillside/
Kirkby Valley Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Lee Park Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Lobden Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.lobdengolfclub.co.uk/) but no platform signal found on it or 3 booking-ish link(s,
Lowes Park Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Lytham Golf Academy,unresolved,lancashire,unknown,0,,homepage loaded (https://www.lythamgolfacademy.co.uk/) but no platform signal found on it or 3 booking-ish lin,
Marriott Worsley Park Golf Club,unresolved,lancashire,unknown,0,,site reachable (https://www.marriott.com/en-gb/default.mi) but no visitor booking found on it or 1 sub-page(s),
Marsden Park Golf Course,unresolved,lancashire,unknown,0,,site reachable (https://ephemeral80s.co.uk/) but no visitor booking found on it or 1 sub-page(s),
Myerscough College Golf Complex,unresolved,lancashire,unknown,0,,homepage loaded (https://www.myerscough.ac.uk/) but no platform signal found on it or 2 booking-ish link(s),
Mytton Fold Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.myttonfold.co.uk/) but no platform signal found on it or 5 booking-ish link(s),
Oak Royal Golf & Country Club,unresolved,lancashire,unknown,0,,site reachable (https://www.oakroyalgolf-countryclub.co.uk/) but no visitor booking found on it or 0 sub-page(,
Oldham Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Pennington Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.penningtongolfclub.co.uk/) but no platform signal found on it or 0 booking-ish li,
Poulton le Fylde Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Preston Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://visitors.brsgolf.com/preston#/course/1
Regent Park Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.regentparkgolfclub.net/) but no platform signal found on it or 0 booking-ish link,
Rolls Royce Leisure golf area,unresolved,lancashire,unknown,0,,homepage loaded (https://rollsleisurebarnoldswick.co.uk/) but no platform signal found on it or 0 booking-ish ,
Saddleworth Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Short Course,unresolved,lancashire,no_site,0,,no working website found,
Silverdale Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Southport & Ainsdale Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Springfield Park Golf Club,unresolved,lancashire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
St Annes Old Links,unresolved,lancashire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
St Helens Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Staining Lodge Golf Course,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Stanley Park Golf Course,unresolved,lancashire,unknown,0,,site reachable (https://parkgolfclubsouthport.co.uk/) but no visitor booking found on it or 0 sub-page(s),
Tee Time Golf Centre,unresolved,lancashire,unknown,0,,homepage loaded (https://teetimegolfcentre.com/) but no platform signal found on it or 26 booking-ish link(s),
Tunshill Golf Club,unresolved,lancashire,unknown,0,,homepage loaded (https://www.tunshillgolfclub.co.uk/) but no platform signal found on it or 1 booking-ish link,
Turton Golf Course,unresolved,lancashire,unknown,0,,site reachable (https://www.turtongolfclub.co.uk/) but no visitor booking found on it or 0 sub-page(s),
Walmersley Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Whalley Golf Club,unresolved,lancashire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Whittaker Golf Club,unresolved,lancashire,error,0,,site refused or failed to load,
Yarrow Valley Golf Course,unresolved,lancashire,unknown,0,,site reachable (https://www.yarrowvalleygolf.co.uk/home.html) but no visitor booking found on it or 0 sub-page,
Blaby Golf Centre,unresolved,leicestershire,unknown,0,,homepage loaded (https://www.blabygolfcentre.co.uk/) but no platform signal found on it or 2 booking-ish link(,
Breedon Priory Golf Centre,unresolved,leicestershire,unknown,0,,homepage loaded (https://breedonpriorygolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Breedon Priory Golf Centre (Main Course),unresolved,leicestershire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Charnwood Golf,unresolved,leicestershire,no_site,0,,no working website found,
Enderby Golf & Leisure Centre,unresolved,leicestershire,unknown,0,,homepage loaded (https://www.enderbygolfcourse.co.uk/) but no platform signal found on it or 0 booking-ish lin,
Hinckley Golf Club,unresolved,leicestershire,no_site,0,,no working website found,
Humberstone Heights,unresolved,leicestershire,no_site,0,,no working website found,
Kibworth Golf Club,unresolved,leicestershire,clubv1,0,,clubv1 seen but no confirmed public visitor sheet — worth another look,
Kirby Muxloe Golf Club,unresolved,leicestershire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Leicester City Football Club Golf Course,unresolved,leicestershire,no_site,0,,no working website found,
Leicester Golf Centre,unresolved,leicestershire,no_site,0,,no working website found,
Leicestershire Golf Club,unresolved,leicestershire,no_site,0,,no working website found,
Lingdale Golf Club,unresolved,leicestershire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Luffenham Heath Golf Club,unresolved,leicestershire,no_site,0,,no working website found,
Lutterworth Golf Club,unresolved,leicestershire,no_site,0,,no working website found,
Melton Mowbray Town Estate Golf Course,unresolved,leicestershire,no_site,0,,no working website found,
Rothley Park Golf Club,unresolved,leicestershire,no_site,0,,no working website found,
Rutland Water Golf Course,unresolved,leicestershire,no_site,0,,no working website found,
Six Hills Golf Course,unresolved,leicestershire,no_site,0,,no working website found,
Stapleford Park Golf Club,unresolved,leicestershire,unknown,0,,homepage loaded (https://www.citizensadvicedaventryanddistrict.co.uk/) but no platform signal found on it or 1,
The Gallops Golf Course,unresolved,leicestershire,no_site,0,,no working website found,
The Golf Centre in Coalville,unresolved,leicestershire,unknown,0,,homepage loaded (https://thegolfcentrecoalville.co.uk/) but no platform signal found on it or 1 booking-ish li,
